disc_yr,edb,status,capex,depreciation,energy_delivered,length_circuit,length_overhead,length_underground,max_demand,mva_circuit,mva_overhead,mva_underground,nb_connections,opex,rab_close,rab_open,revenue,saidi_planned,saidi_total_norm,saidi_unplanned,saidi_unplanned_defective_equipment,transformers,flow_capital_services,annual_charge,cgpi_real,lci_real,ppi_real,opex_real,flow_capital_services_real,annual_charge_real,saidi_unplanned_norm
2013,Alpine Energy,NonExempt,28857.8314583889,8058.73122630807,704.9717548,4126,3489,637,126.53,5307.6,4557.8,749.8,31216,12301.3112,153233.219054687,131650.664560179,38362.65209,38.3166666666667,148.266666666667,109.95,33.0833333333333,485.487,16239.187722513,28540.498922513,1.50619022561374,1.2392523364486,1.29952153110048,15540.9846936558,24459.3058195557,40000.2905132115,109.95
2013,Aurora Energy,NonExempt,17642,11268,1255.364598,5542.64220503594,3897.60113960798,1645.04106542796,283.974,11550.5542845098,9821.50311760009,1729.0511669097,83305,18641,322424,318263,87903,21.81,75.6,53.8,11.17,894,29584.704,48225.704,1.50619022561374,1.2392523364486,1.29952153110048,23550.2940267406,44560.1919924757,68110.4860192163,53.79
2013,Buller Electricity,Exempt,1920.77099378538,1242.62155000012,60.601,633.9,590.3,43.6,11.5,1734.61,1711.41,23.2,4578,4291.85077027576,27682.7705345851,27767.8808984223,6974.31560840549,72.04,183.63,111.59,18.27,45,2851.40446813776,7143.25523841352,1.50619022561374,1.2392523364486,1.29952153110048,5422.15265054918,4294.75753918043,9716.91018972961,111.59
2013,Centralines,Exempt,3303.36812,2483.3194160358,106.5757445852,1723.14323981162,1640.99706502822,82.1461747834033,20,1520.85028177298,1473.59027239901,47.2600093739753,8328,4107,54463.9197988976,52970.0377056527,10891.8245000018,82.593722,123.848434,41.254712,15.22986,94.19,5542.13583491235,9649.13583491235,1.50619022561374,1.2392523364486,1.29952153110048,5188.6195787685,8347.51082356862,13536.1304023371,41.254712
2013,Counties Energy,Exempt,13110.30219,6315.62377461174,504.3396206058,3062.499,2398.655,663.844,99.02942,9442.8399,8755.4605,687.3794,37511,9414.26361,200785.872873204,195777.233074097,39937.6783120131,42.965,126.5471,83.5821,23.8281,314.726,17646.2372880812,27060.5008980812,1.50619022561374,1.2392523364486,1.29952153110048,11893.6042090416,26578.5901221686,38472.1943312101,83.5821
2013,EA Networks,NonExempt,24936,6655,544.505095251,2963.963,2490.54,473.423,153.06594,19061.7268,18531.9,529.8268,17727.3333333333,7665,207829,190501,33448.449813,48.3800284215129,150.312404528749,114.507050721469,27.3510603410582,509.457,18021.264,25686.264,1.50619022561374,1.2392523364486,1.29952153110048,9683.65450968117,27143.4516900048,36827.1061996859,101.932376107236
2013,Electra,Exempt,6433.8,5245,409.093374,2256,1545,711,93,2997.8,2494.4,503.4,42810,8513,143366.16572,138118.545116279,34018.2909926,7.949,58.04,50.1,17.513,323,13159.7849265116,21672.7849265116,1.50619022561374,1.2392523364486,1.29952153110048,10754.9838018155,19821.1394274908,30576.1232293063,50.091
2013,Electricity Invercargill,NonExempt,3978.543,2602,263.5622320206,657.01634,54.12386,602.89248,64.394,533.268672,32.80461,500.464062,17247.1380815833,5375.387,65348.011,63828.72,18223.7988681387,8.254,31.79,23.537,21.747,150.01,6287.807524,11663.194524,1.50619022561374,1.2392523364486,1.29952153110048,6791.0489972383,9470.63423318932,16261.6832304276,23.536
2013,Horizon Energy,NonExempt,6877.92917,4377.75858948553,524.778677910778,2372.63,1916.83,455.8,83.844,3484.594,3320.282,164.312,24734.0596175809,6992.33677398451,104497.756400971,101721.515059761,30187.15673,32.0597432621525,191.602887793799,159.543144531646,68.0752367625885,303.8,10266.7454495921,17259.0822235766,1.50619022561374,1.2392523364486,1.29952153110048,8833.83868683686,15463.67164504,24297.5103318769,159.543144531646
2013,MainPower NZ,Exempt,23721.8506696652,9858,551.633,4812,3975.2,836.8,93.382,15149.94,14599.5,550.44,36718,10684.857,202799,197055.677,46338,67.462,137.36,186.62,11.84,469.3,21557.3297307506,32242.1867307506,1.50619022561374,1.2392523364486,1.29952153110048,13498.8210924134,32469.439330789,45968.2604232024,69.898
2013,Marlborough Lines,Exempt,14022.986,8526,371.5144,3300.125,2857.282,442.843,72.87135,10217.9964,9851.3456,366.6508,24445,11574,207971,202181.137842484,30230.964,68.45136,34.3905,70.92826,23.6841672826,320.439,20240.7873271791,31814.7873271791,1.50619022561374,1.2392523364486,1.29952153110048,14622.1288056164,30486.4760309236,45108.6048365401,-34.06086
2013,Nelson Electricity,NonExempt,4959,1161.329,142.791400441734,256.75,38.79,217.96,32.04,240.08,40.858,199.222,9102.5,2324.083,30349.0642609836,29656.9376310818,9814.017,10.24,43.64,33.4,28.7,93,2960.96950734058,5285.05250734058,1.50619022561374,1.2392523364486,1.29952153110048,2936.15353213612,4459.78333029671,7395.93686243283,33.4
2013,Network Tasman,NonExempt,7047,6468,598.486196388974,3374,2547,827,150.3374,3598.8,2950.2,648.6,37293,8429,150493,152910,38776.8012044432,36.9822359865875,130.528683854255,93.5464478676676,21.6075292602315,414.333,15228.276,23657.276,1.50619022561374,1.2392523364486,1.29952153110048,10648.8615606135,22936.6804641483,33585.5420247618,93.5464478676676
2013,Network Waitaki,Exempt,4924.577,3050.35347213318,237.724341909856,1743.258,1652,91.258,50.192,2711.4,2595.2,116.2,12335,3538.4829765,73882.67675426,72135.4435641286,13699,4.84443541835906,54.7289195775792,49.8844841592202,24.9373679935012,191,7227.82646772438,10766.3094442244,1.50619022561374,1.2392523364486,1.29952153110048,4470.37790382443,10886.4815781187,15356.8594819432,49.8844841592202
2013,Northpower,Exempt,10884,8548.86926155714,972.268,5771.3,4916.1,855.2,158,4300.22,3766.6,533.62,54143,15276.3723576004,232434.767342111,228669.521882651,58856,55.6027335182265,116.985006164334,61.357985752352,18.23350916309,507,21659.1144869856,36935.486844586,1.50619022561374,1.2392523364486,1.29952153110048,19299.558000293,32622.7465357466,51922.3045360397,61.3822726461075
2013,Orion NZ,NonExempt,64948,33473.336,3027.244369,10906.6073895194,5795.92176530584,5110.68562421355,589.324,15238.6057473005,12173.5782345397,3065.0275127608,189968,47970,864648.719811534,844063.59,208768.373559341,11.34,85.5,82.44,20.8,2041.468,82559.44104,130529.44104,1.50619022561374,1.2392523364486,1.29952153110048,60603.3798864195,124350.223126582,184953.603013001,74.16
2013,OtagoNet,NonExempt,9655.742,6394.765,400.50717247785,4394.06484,4340.61316,53.45168,60.71928,20106.53192,20040.940974,65.590946,14801.2727272727,6257.218,144589,139703.7665,31903.5204095609,130.52,253,122.49,37.4,204.79,14488.5367,20745.7547,1.50619022561374,1.2392523364486,1.29952153110048,7905.11902201672,21822.4923609859,29727.6113830027,122.48
2013,Powerco,NonExempt,97907.1650173425,58272,4504.742081,28879.3553046613,22275.8154718011,6603.53983286025,827.81,33095.2041529175,29053.5254276204,4041.67872529708,322161.5,65355.3197733548,1385118.52008644,1362264,323416.45314,60.0154603446986,175.78,115.76913343825,54.6613828624698,3057.422,137300.184620486,202655.50439384,1.50619022561374,1.2392523364486,1.29952153110048,82567.2977240577,206800.196050337,289367.493774395,115.764539655301
2013,Scanpower,Exempt,1604,1041,81.05786,1046,966,80,16.358,76.8,49.6,27.2,6770,2317,32486.6773849719,31652.29,7715.8514390424,25.24,88.54,63.3,19.36,66.653,2858.44024,5175.44024,1.50619022561374,1.2392523364486,1.29952153110048,2927.20515315476,4305.35474998899,7232.55990314376,63.3
2013,The Lines Company,NonExempt,8159.13222544745,9342.94036634531,303.2588604216,4340.03041000001,4040.80389000001,299.22652,64.5450731898497,16423.974644,16326.327,97.647644,23508,9736.58364399999,173379.049550444,173266.854995336,34958.849586585,83.0125,199.56509,116.55259,54.3746,250.535,19274.3399483967,29010.9235923966,1.50619022561374,1.2392523364486,1.29952153110048,12300.810451808,29030.8224354314,41331.6328872395,116.55259
2013,The Power Company,Exempt,21731.156,12583,700.1290873064,8690.07938,8346.97472,343.10466,135.646,18847.525454,18637.568048,209.957406,34578,13464.702,306567.961,299707,51778.745,81.021,191.4,110.376,55.288,459.505,29975.064368,43439.766368,1.50619022561374,1.2392523364486,1.29952153110048,17010.7661113911,45148.1489632243,62158.9150746154,110.379
2013,Top Energy,NonExempt,31561.5366128981,6836,329.140884958694,3922.54,3114.23,808.31,70.9282,13204.896,12851.468,353.428,30606,12763.1561746593,183788.370541694,159896,36706.2855571112,144.390761667624,327.173236683979,250.9140969163,91.8691821490136,303.2135,16673.8990251611,29437.0551998204,1.50619022561374,1.2392523364486,1.29952153110048,16124.46116745,25114.0637345682,41238.5249020182,182.782475016354
2013,Unison Networks,NonExempt,29954.403,20408.94433,1585.58132485684,8035.95855400035,5499.71386700037,2536.24468699997,298,9698.73563773996,8152.00042133997,1546.73521639999,109315.583333333,32224.175,491717.804410001,488394.672409966,119704.562760001,33.7181940000001,89.2375259999999,55.519332,12.915288,1080,48597.7692689581,80821.9442689581,1.50619022561374,1.2392523364486,1.29952153110048,40710.734189107,73197.4850595364,113908.219248643,55.5193319999999
2013,Vector Lines,NonExempt,148232,84718,8381.46057364491,17848.914228,8432.33354700003,9416.58068099995,1711,22050.9492628999,9282.58284019996,12768.3664227,536085.833333334,95112,2536404,2489280,610726,20.1,95.8,75.7,32.2,4511,228268.176,323380.176,1.50619022561374,1.2392523364486,1.29952153110048,120160.697680991,343815.295509877,463975.993190868,75.7
2013,WEL Networks,Exempt,50394.33617,15873.5399995784,1199.53956891,5199.260659029,3209.102189901,1990.158469128,240.3448,7363.7503364826,3397.3648200828,3966.3855163998,84710.5,18419.23262,459970.229716204,422168.972313442,94395.7413824704,14.7152740065885,75.1119519278691,60.3966779212807,35.3856279366279,814.9375,40926.0438618911,59345.2764818911,1.50619022561374,1.2392523364486,1.29952153110048,23270.1219863705,61642.4072378195,84912.52922419,60.3966779212807
2013,Waipa Networks,Exempt,6025.832482321,3219.91715847802,353.4,2076.44004,1724.76213,351.67791,68.164,296.198655999999,199.799771999999,96.3988840000001,23832,4753,89783.4126619413,88085.9049109466,21499.6386188183,52.05,152.08,100.03,10.29,266.4805,8321.45114299602,13074.451142996,1.50619022561374,1.2392523364486,1.29952153110048,6004.75014801234,12533.6883745029,18538.4385225152,100.03
2013,Wellington Electricity,NonExempt,27888.99414,26060,2407.67258403472,4628.68805713156,1750.92804082661,2877.76001630496,553.472,4135.44241615289,1309.10829184518,2826.33412430771,164804.166666667,28298.36124,555989.838356918,555209.987402239,160734.017199513,1.40647166252514,33.9,41.8836699874595,19.66,1349.998,57932.6511304454,86231.0123704454,1.50619022561374,1.2392523364486,1.29952153110048,35751.0180610976,87257.5928765676,123008.610937665,32.4935283374749
2013,Westpower,Exempt,4294,4022,270.647,2224,1993,231,49.887,6640.1,6574.1,66,13092,7798,114505,113745.645755385,19712,65.6,206.27,147.3,21.1,185,10511.9881623016,18309.9881623016,1.50619022561374,1.2392523364486,1.29952153110048,9851.68139158431,15833.0538218259,25684.7352134102,140.67
2014,Alpine Energy,NonExempt,19282.82348,7196.77616417608,715.89382258,4145,3500,645,127.10972,5172.6,4572,600.6,31413,15271.56043,159366.332362733,153233.219054687,42220.54233,33.9899081836884,274.765673301411,824.407121755872,54.3444630737762,502.7145,16317.7554886786,31589.3159186786,1.47513475724433,1.22099447513812,1.26090993500464,18890.3194547451,24070.8882815642,42961.2077363093,240.775765117723
2014,Aurora Energy,NonExempt,15919,11473,1250.25688287,5796,3901,1895,279,11640.2,9825.8,1814.4,83945,22317,324967,318316,85265,22.7840487656783,94.5003601469161,71.7163113812379,18.138963134052,910,29744.428,52061.428,1.47513475724433,1.22099447513812,1.26090993500464,27605.2510287939,43877.0395771516,71482.2906059455,71.7163113812378
2014,Buller Electricity,Exempt,1949.448,1270,58.553,638.3,589.6,48.7,11.26508,1728.4,1703.92,24.48,4598,3341,28264,27683,7399.56244636,121.285776425038,172.066550677755,50.7807742527166,13.7046541979998,45,2874.832544,6215.832544,1.47513475724433,1.22099447513812,1.26090993500464,4132.68556200208,4240.76540691155,8373.45096891363,50.7807742527165
2014,Centralines,Exempt,2624,2561.60348,102.19047993,1953.38358900003,1813.69185800003,139.691731,19,1611.9803626,1541.6219348,70.3584278,8398,4333,55053.95459,54463.9197988976,11260.23801,78.868239,163.007246,84.139007,42.597826,95.33,5685.05498873827,10018.0549887383,1.47513475724433,1.22099447513812,1.26090993500464,5359.75053581414,8386.22221073311,13745.9727465472,84.1390070000001
